year_built,area,url,price,bedrooms,postal_code,rooms,address,property_type
1984,67,http://www.funda.nl/koop/amsterdam/appartement-49883611-borgerstraat-19-a/,335.0,2,1053 PA,3,Borgerstraat 19 A,apartment
1933,157,http://www.funda.nl/koop/amsterdam/appartement-49772350-waalstraat-126-iii-v/,675.0,5,1079 EC,8,Waalstraat 126 III-V,apartment
1926,53,http://www.funda.nl/koop/amsterdam/appartement-49895360-baarsjesweg-243-2/,230.0,2,1058 AA,3,Baarsjesweg 243 -2,apartment
1922,75,http://www.funda.nl/koop/amsterdam/appartement-49897539-bestevaerstraat-18-1/,325.0,3,1056 HN,4,Bestevâerstraat 18 1,apartment
1927,52,http://www.funda.nl/koop/amsterdam/appartement-49895384-crynssenstraat-34-ii/,225.0,1,1058 XW,2,Crynssenstraat 34 II,apartment
2006,123,http://www.funda.nl/koop/amsterdam/appartement-49896715-maria-austriastraat-694/,370.0,2,1087 JC,3,Maria Austriastraat 694,apartment
1929,51,http://www.funda.nl/koop/amsterdam/appartement-49898046-warmondstraat-155-ii/,275.0,1,1058 KW,2,Warmondstraat 155 II,apartment
2006,74,http://www.funda.nl/koop/amsterdam/appartement-49896592-johan-van-der-keukenstraat-198/,250.0,2,1087 AZ,3,Johan van der Keukenstraat 198,apartment
1897,47,http://www.funda.nl/koop/amsterdam/appartement-49898151-kinkerstraat-216-b/,225.0,1,1053 EM,2,Kinkerstraat 216 B,apartment
1881,35,http://www.funda.nl/koop/amsterdam/appartement-49899881-jacob-van-lennepstraat-33-iii-a/,199.0,1,1053 HB,2,Jacob van Lennepstraat 33 III A,apartment
1967,85,http://www.funda.nl/koop/amsterdam/appartement-49891634-amerbos-214/,199.0,2,1025 ZS,3,Amerbos 214,apartment
1998,117,http://www.funda.nl/koop/amsterdam/appartement-49890277-javakade-78/,599.0,2,1019 RV,4,Javakade 78,apartment
1930,64,http://www.funda.nl/koop/amsterdam/appartement-49892420-herculesstraat-38-a/,300.0,2,1076 SN,3,Herculesstraat 38 A,apartment
1897,47,http://www.funda.nl/koop/amsterdam/appartement-49890162-kinkerstraat-220-b/,225.0,1,1053 EM,2,Kinkerstraat 220 B,apartment
1940,62,http://www.funda.nl/koop/amsterdam/appartement-49890765-griseldestraat-24-huis/,275.0,2,1055 AX,3,Griseldestraat 24 huis,apartment
1904,62,http://www.funda.nl/koop/amsterdam/appartement-49809417-jan-pieter-heijestraat-83-a/,280.0,2,1053 GM,3,Jan Pieter Heijestraat 83 A,apartment
2007,93,http://www.funda.nl/koop/amsterdam/appartement-49892087-glitterstraat-236/,199.0,2,1103 SK,3,Glitterstraat 236,apartment
1910,48,http://www.funda.nl/koop/amsterdam/appartement-49805932-hartenstraat-24-ii/,339.0,1,1016 CC,2,Hartenstraat 24 -II,apartment
1906,55,http://www.funda.nl/koop/amsterdam/appartement-49869567-commelinstraat-8-2/,319.0,1,1093 TR,2,Commelinstraat 8 -2,apartment
1907,60,http://www.funda.nl/koop/amsterdam/appartement-49809175-tolstraat-126-huis/,325.0,2,1074 VL,3,Tolstraat 126 huis,apartment
1928,104,http://www.funda.nl/koop/amsterdam/appartement-49894848-kromme-mijdrechtstraat-98-hs/,475.0,3,1079 LD,4,Kromme-Mijdrechtstraat 98 hs,apartment
1924,62,http://www.funda.nl/koop/amsterdam/appartement-49807780-laan-der-hesperiden-6-iii/,270.0,2,1076 DK,3,Laan der Hesperiden 6 III,apartment
1934,103,http://www.funda.nl/koop/amsterdam/appartement-49860302-orteliusstraat-367-2/,425.0,4,1056 PD,5,Orteliusstraat 367 2,apartment
1953,105,http://www.funda.nl/koop/amsterdam/appartement-49860247-helmholtzstraat-83-h/,585.0,3,1098 LH,4,Helmholtzstraat 83 H,apartment
1989,40,http://www.funda.nl/koop/amsterdam/appartement-49864104-floraweg-57/,125.0,1,1032 XM,2,Floraweg 57,apartment
1893,64,http://www.funda.nl/koop/amsterdam/appartement-49861195-govert-flinckstraat-173-i/,275.0,1,1073 BT,2,Govert Flinckstraat 173 I,apartment
1906,64,http://www.funda.nl/koop/amsterdam/appartement-49861952-ceintuurbaan-372-2/,335.0,2,1073 EL,3,Ceintuurbaan 372 2,apartment
1994,90,http://www.funda.nl/koop/amsterdam/appartement-49875650-venetiehof-204/,339.0,2,1019 NE,3,Venetiëhof 204,apartment
1995,92,http://www.funda.nl/koop/amsterdam/huis-49742338-bernard-leenepad-3/,249.0,3,1034 WS,4,Bernard Leenepad 3,house
1998,89,http://www.funda.nl/koop/amsterdam/appartement-49875862-soembawastraat-108/,300.0,2,1095 XE,3,Soembawastraat 108,apartment
1920,53,http://www.funda.nl/koop/amsterdam/appartement-49876130-waverstraat-85-ii/,265.0,1,1079 VJ,2,Waverstraat 85 II,apartment
1998,116,http://www.funda.nl/koop/amsterdam/huis-49880596-diopter-88/,325.0,4,1025 MS,5,Diopter 88,house
2007,155,http://www.funda.nl/koop/amsterdam/huis-49744765-emmy-andriessestraat-398-pp/,515.0,4,1087 LS,6,Emmy Andriessestraat 398 +PP,house
1973,92,http://www.funda.nl/koop/amsterdam/huis-49895256-kantershof-614/,175.0,3,1104 HH,4,Kantershof 614,house
1906,157,http://www.funda.nl/koop/amsterdam/appartement-49739861-ceintuurbaan-179-iii-en-iv/,695.0,4,1073 EK,6,Ceintuurbaan 179 III&IV,apartment
1984,68,http://www.funda.nl/koop/amsterdam/appartement-49671408-wethouder-ramstraat-46/,140.0,2,1107 CP,3,Wethouder Ramstraat 46,apartment
2003,106,http://www.funda.nl/koop/amsterdam/appartement-49630001-ijburglaan-522/,374.5,2,1087 BT,3,IJburglaan 522,apartment
1984,65,http://www.funda.nl/koop/amsterdam/appartement-85103031-remmerdenplein-7/,124.9,1,1106 AD,2,Remmerdenplein 7,apartment
1925,72,http://www.funda.nl/koop/amsterdam/appartement-49746533-fresiastraat-12/,180.0,2,1032 BG,3,Fresiastraat 12,apartment
1985,83,http://www.funda.nl/koop/amsterdam/appartement-49749901-president-brandstraat-208/,290.0,3,1091 WX,4,President Brandstraat 208,apartment
2006,114,http://www.funda.nl/koop/amsterdam/appartement-49749221-ijburglaan-731/,299.0,2,1087 CH,3,IJburglaan 731,apartment
2006,75,http://www.funda.nl/koop/amsterdam/appartement-49749255-groenhoedenveem-55/,375.0,1,1019 HM,2,Groenhoedenveem 55,apartment
1910,143,http://www.funda.nl/koop/amsterdam/appartement-49741034-kwakersstraat-2-huis/,650.0,3,1053 WC,4,Kwakersstraat 2 Huis,apartment
1930,75,http://www.funda.nl/koop/amsterdam/appartement-49740887-paramariboplein-40-huis/,385.0,2,1058 AT,3,Paramariboplein 40 huis,apartment
1969,87,http://www.funda.nl/koop/amsterdam/appartement-49880866-elpermeer-53/,169.0,3,1025 AB,4,Elpermeer 53,apartment
1985,58,http://www.funda.nl/koop/amsterdam/appartement-49879290-barbusselaan-379/,109.0,1,1102 TW,2,Barbusselaan 379,apartment
1937,60,http://www.funda.nl/koop/amsterdam/appartement-49885737-bloys-van-treslongstraat-32-ii/,250.0,3,1056 XB,4,Bloys van Treslongstraat 32 II,apartment
1985,71,http://www.funda.nl/koop/amsterdam/appartement-49870591-berthold-brechtstraat-781/,125.0,1,1102 RV,2,Berthold Brechtstraat 781,apartment
1917,40,http://www.funda.nl/koop/amsterdam/appartement-49882564-de-kempenaerstraat-26-ii/,185.0,1,1051 CP,2,De Kempenaerstraat 26 II,apartment
2004,104,http://www.funda.nl/koop/amsterdam/appartement-49883153-admiralengracht-119-b/,425.0,3,1057 ET,4,Admiralengracht 119 B,apartment
1930,45,http://www.funda.nl/koop/amsterdam/appartement-49861864-aalsmeerweg-39-iv/,200.0,1,1059 AB,2,Aalsmeerweg 39 IV,apartment
1912,60,http://www.funda.nl/koop/amsterdam/appartement-49861460-spaarndammerstraat-8-h/,250.0,2,1013 SV,3,Spaarndammerstraat 8 -H,apartment
1992,82,http://www.funda.nl/koop/amsterdam/appartement-49789729-borneolaan-390/,250.0,2,1019 KL,3,Borneolaan 390,apartment
1942,31,http://www.funda.nl/koop/amsterdam/appartement-49861760-korte-geuzenstraat-212/,169.0,1,1056 KT,2,Korte Geuzenstraat 212,apartment
2017,143,http://www.funda.nl/koop/amsterdam/appartement-49780148-gaasterlandstraat-52/,850.0,3,1079 RH,4,Gaasterlandstraat 52 *,apartment
1867,127,http://www.funda.nl/koop/amsterdam/appartement-49714727-frans-halsstraat-30-bg-ss/,869.0,3,1072 BS,4,Frans Halsstraat 30 bg/ss,apartment
1934,69,http://www.funda.nl/koop/amsterdam/appartement-49713031-president-kennedylaan-160-ii/,325.0,2,1079 NM,4,President Kennedylaan 160 -II,apartment
1973,92,http://www.funda.nl/koop/amsterdam/huis-49889290-kantershof-8/,205.0,3,1104 GA,4,Kantershof 8,house
1937,97,http://www.funda.nl/koop/amsterdam/huis-49895278-vegastraat-201/,269.0,4,1033 HT,5,Vegastraat 201,house
1984,113,http://www.funda.nl/koop/amsterdam/huis-49818907-snelleveldstraat-94/,245.0,4,1107 VX,5,Snelleveldstraat 94,house
1927,53,http://www.funda.nl/koop/amsterdam/appartement-49873006-orteliusstraat-276-2/,224.0,2,1056 PM,3,Orteliusstraat 276 2,apartment
2007,75,http://www.funda.nl/koop/amsterdam/appartement-48413349-osdorper-ban-748/,192.5,2,1069 ZR,3,Osdorper Ban 748,apartment
1928,52,http://www.funda.nl/koop/amsterdam/appartement-48338294-van-spilbergenstraat-68-i/,187.5,2,1057 RK,3,Van Spilbergenstraat 68 I,apartment
1983,52,http://www.funda.nl/koop/amsterdam/appartement-48356413-wethouder-in-t-veldstraat-65/,129.0,2,1107 AX,3,Wethouder In 't Veldstraat 65,apartment
1956,45,http://www.funda.nl/koop/amsterdam/appartement-47349148-burgemeester-cramergracht-178/,165.0,1,1064 AM,2,Burgemeester Cramergracht 178,apartment
2007,133,http://www.funda.nl/koop/amsterdam/appartement-85864425-bijlmerdreef-262/,250.0,4,1102 AB,5,Bijlmerdreef 262,apartment
1983,61,http://www.funda.nl/koop/amsterdam/appartement-49402497-charlotte-brontestraat-160/,125.0,1,1102 XH,2,Charlotte Brontéstraat 160,apartment
2007,92,http://www.funda.nl/koop/amsterdam/appartement-49560803-osdorper-ban-679/,219.0,2,1069 GA,3,Osdorper Ban 679,apartment
1969,100,http://www.funda.nl/koop/amsterdam/appartement-49797213-dijkgraafplein-73/,167.5,3,1069 EL,4,Dijkgraafplein 73,apartment
1998,70,http://www.funda.nl/koop/amsterdam/appartement-49798824-guldenpromenade-16/,190.0,1,1060 SB,2,Guldenpromenade 16,apartment
1975,79,http://www.funda.nl/koop/amsterdam/appartement-49791412-loenermark-284/,175.0,2,1025 TA,3,Loenermark 284,apartment
1706,52,http://www.funda.nl/koop/amsterdam/appartement-49792668-oudezijds-achterburgwal-173-d/,295.0,1,1012 DJ,2,Oudezijds Achterburgwal 173 D,apartment
2003,119,http://www.funda.nl/koop/amsterdam/appartement-49707753-bickerswerf-65-pp/,739.0,3,1013 KV,4,Bickerswerf 65 +PP,apartment
1987,70,http://www.funda.nl/koop/amsterdam/appartement-49701129-binnengasthuisstraat-158/,315.0,2,1012 ZG,3,Binnengasthuisstraat 158,apartment
2017,118,http://www.funda.nl/koop/amsterdam/appartement-49700435-zuidelijke-wandelweg-63/,540.0,3,1079 RK,4,Zuidelijke Wandelweg 63,apartment
1885,133,http://www.funda.nl/koop/amsterdam/appartement-49716289-burmanstraat-15-hs/,875.0,3,1091 SG,4,Burmanstraat 15 hs,apartment
1983,72,http://www.funda.nl/koop/amsterdam/appartement-49716711-voorthuizenstraat-84/,157.5,2,1106 DK,3,Voorthuizenstraat 84,apartment
1906,119,http://www.funda.nl/koop/amsterdam/appartement-49718435-marnixstraat-198-boven/,525.0,2,1016 TJ,3,Marnixstraat 198 boven,apartment
1983,110,http://www.funda.nl/koop/amsterdam/appartement-49719672-steenderenstraat-63/,155.0,3,1107 LB,4,Steenderenstraat 63,apartment
2008,119,http://www.funda.nl/koop/amsterdam/appartement-49633138-bijlmerdreef-500/,249.0,4,1102 AC,5,Bijlmerdreef 500,apartment
1989,68,http://www.funda.nl/koop/amsterdam/appartement-49600266-circusplein-55/,175.0,2,1033 ZH,3,Circusplein 55,apartment
1960,67,http://www.funda.nl/koop/amsterdam/appartement-49628973-osdorper-ban-329/,169.0,2,1068 MA,3,Osdorper Ban 329,apartment
2006,68,http://www.funda.nl/koop/amsterdam/appartement-49635676-veembroederhof-231/,287.5,1,1019 HD,2,Veembroederhof 231,apartment
1984,53,http://www.funda.nl/koop/amsterdam/appartement-49642727-tielstraat-85/,89.0,1,1107 RC,1,Tielstraat 85,apartment
1926,44,http://www.funda.nl/koop/amsterdam/appartement-49759688-turnerstraat-17-i/,225.0,1,1076 VB,2,Turnerstraat 17 -I,apartment
1935,50,http://www.funda.nl/koop/amsterdam/appartement-49768492-juliana-van-stolbergstraat-4-hs/,174.5,1,1055 RM,2,Juliana van Stolbergstraat 4 hs,apartment
1926,57,http://www.funda.nl/koop/amsterdam/appartement-49776258-hoofdweg-371-2/,215.0,1,1056 CR,2,Hoofdweg 371 2,apartment
1983,65,http://www.funda.nl/koop/amsterdam/appartement-49643482-stoutenburggracht-22/,120.0,1,1107 KW,2,Stoutenburggracht 22,apartment
1936,148,http://www.funda.nl/koop/amsterdam/appartement-49764425-hunzestraat-100-hs/,799.0,4,1079 WG,5,Hunzestraat 100 HS,apartment
2008,92,http://www.funda.nl/koop/amsterdam/appartement-49758140-jan-evertsenstraat-599/,269.0,2,1061 XZ,3,Jan Evertsenstraat 599,apartment
1951,55,http://www.funda.nl/koop/amsterdam/appartement-49772357-vrolikstraat-299-3/,300.0,1,1091 VD,3,Vrolikstraat 299 3,apartment
1983,88,http://www.funda.nl/koop/amsterdam/appartement-49774399-steenderenstraat-44/,132.5,3,1107 LD,4,Steenderenstraat 44,apartment
1918,80,http://www.funda.nl/koop/amsterdam/appartement-49736291-pieter-de-hoochstraat-10-iv/,615.0,2,1071 EE,3,Pieter de Hoochstraat 10 IV,apartment
2008,93,http://www.funda.nl/koop/amsterdam/appartement-49739506-leeuwendalersweg-578/,265.0,3,1061 BH,4,Leeuwendalersweg 578,apartment
2007,83,http://www.funda.nl/koop/amsterdam/appartement-49739213-julius-pergerstraat-246/,225.0,2,1087 KP,3,Julius Pergerstraat 246,apartment
2009,96,http://www.funda.nl/koop/amsterdam/appartement-49785576-ijburglaan-843/,270.0,2,1087 EN,3,IJburglaan 843,apartment
1930,51,http://www.funda.nl/koop/amsterdam/appartement-49732782-orteliusstraat-231-i/,225.0,2,1056 NR,3,Orteliusstraat 231 I,apartment
1997,79,http://www.funda.nl/koop/amsterdam/appartement-49732150-stuurmankade-34/,369.0,2,1019 KR,4,Stuurmankade 34,apartment
2007,82,http://www.funda.nl/koop/amsterdam/appartement-49733952-galantstraat-23/,175.0,2,1103 SH,3,Galantstraat 23,apartment
2017,114,http://www.funda.nl/koop/amsterdam/appartement-49745399-gaasterlandstraat-26/,547.5,3,1079 RH,4,Gaasterlandstraat 26,apartment
1891,82,http://www.funda.nl/koop/amsterdam/appartement-49745522-nicolaas-witsenkade-27-b/,710.0,2,1017 ZT,3,Nicolaas Witsenkade 27 B,apartment
2004,95,http://www.funda.nl/koop/amsterdam/appartement-49747788-sam-van-houtenstraat-185-d/,198.0,2,1067 JG,3,Sam van Houtenstraat 185 D,apartment
1906,130,http://www.funda.nl/koop/amsterdam/appartement-49746648-commelinstraat-16-iii/,689.0,3,1093 TS,4,Commelinstraat 16 III,apartment
2007,117,http://www.funda.nl/koop/amsterdam/appartement-49746905-jan-van-zutphenstraat-627/,338.8,3,1069 RS,4,Jan van Zutphenstraat 627,apartment
2011,121,http://www.funda.nl/koop/amsterdam/appartement-49745356-ijdok-59/,1.09,2,1013 MM,3,IJdok 59,apartment
1950,57,http://www.funda.nl/koop/amsterdam/appartement-49733167-president-brandstraat-284/,225.0,1,1091 WS,2,President Brandstraat 284,apartment
1890,33,http://www.funda.nl/koop/amsterdam/appartement-49748790-zeeburgerdijk-11-b/,165.0,1,1093 SJ,2,Zeeburgerdijk 11 B,apartment
2008,80,http://www.funda.nl/koop/amsterdam/appartement-49740470-ijburglaan-151/,265.0,2,1086 ZJ,3,IJburglaan 151,apartment
1903,27,http://www.funda.nl/koop/amsterdam/appartement-49749784-delistraat-30-d/,150.0,1,1094 CW,2,Delistraat 30 D,apartment
1929,52,http://www.funda.nl/koop/amsterdam/appartement-49742319-christiaan-de-wetstraat-260/,215.0,1,1091 MH,2,Christiaan de Wetstraat 260,apartment
1983,69,http://www.funda.nl/koop/amsterdam/appartement-49748324-dickenslaan-136/,130.0,2,1102 ZW,3,Dickenslaan 136,apartment
1927,50,http://www.funda.nl/koop/amsterdam/appartement-49740055-orteliusstraat-291-iii/,225.0,2,1056 NX,3,Orteliusstraat 291 III,apartment
1902,115,http://www.funda.nl/koop/amsterdam/appartement-49741485-balistraat-25-iii/,525.0,2,1094 JB,3,Balistraat 25 III,apartment
1998,80,http://www.funda.nl/koop/amsterdam/appartement-49743307-h-diesveldsingel-152/,197.5,2,1060 RL,3,H. Diesveldsingel 152,apartment
1966,78,http://www.funda.nl/koop/amsterdam/appartement-49855335-beemsterstraat-408/,179.5,2,1024 BP,4,Beemsterstraat 408,apartment
1906,41,http://www.funda.nl/koop/amsterdam/appartement-49856254-van-hogendorpstraat-141-i/,199.0,1,1051 BM,2,Van Hogendorpstraat 141 I,apartment
1913,40,http://www.funda.nl/koop/amsterdam/appartement-49862127-van-ostadestraat-394-i/,235.0,2,1074 XB,3,Van Ostadestraat 394 I,apartment
1988,71,http://www.funda.nl/koop/amsterdam/appartement-49867845-jc-van-epenstraat-54/,240.0,2,1019 GV,3,J.C. van Epenstraat 54,apartment
1905,63,http://www.funda.nl/koop/amsterdam/appartement-49857484-rapenburgerstraat-167-d/,345.0,2,1011 VM,3,Rapenburgerstraat 167 D,apartment
1911,78,http://www.funda.nl/koop/amsterdam/appartement-49863398-admiraal-de-ruijterweg-178-d/,375.0,2,1056 GZ,3,Admiraal De Ruijterweg 178 D,apartment
1989,71,http://www.funda.nl/koop/amsterdam/appartement-49868824-reizigersweg-43/,175.0,2,1033 WD,3,Reizigersweg 43,apartment
1925,92,http://www.funda.nl/koop/amsterdam/appartement-49875591-aurikelstraat-146/,250.0,3,1032 AZ,4,Aurikelstraat 146,apartment
2006,87,http://www.funda.nl/koop/amsterdam/appartement-49876064-derkinderenstraat-166/,265.0,2,1061 VX,3,Derkinderenstraat 166,apartment
1930,63,http://www.funda.nl/koop/amsterdam/appartement-49876104-aalsmeerweg-112-1/,260.0,3,1059 AR,4,Aalsmeerweg 112 -1,apartment
1935,51,http://www.funda.nl/koop/amsterdam/appartement-49877554-willem-de-zwijgerlaan-102-hs/,250.0,2,1056 JT,3,Willem de Zwijgerlaan 102 Hs,apartment
1970,123,http://www.funda.nl/koop/amsterdam/appartement-49876337-nachtwachtlaan-103/,325.0,4,1058 EC,5,Nachtwachtlaan 103,apartment
1910,48,http://www.funda.nl/koop/amsterdam/appartement-49879525-ruysdaelkade-209-ii/,265.0,1,1072 AW,2,Ruysdaelkade 209 -II,apartment
1924,50,http://www.funda.nl/koop/amsterdam/appartement-49877742-van-helt-stocadestraat-18-i/,250.0,1,1073 JC,3,Van Helt Stocadestraat 18 I,apartment
1957,96,http://www.funda.nl/koop/amsterdam/appartement-49873782-dirk-schaferstraat-9-ii/,400.0,2,1076 BA,3,Dirk Schäferstraat 9 -II,apartment
1998,70,http://www.funda.nl/koop/amsterdam/appartement-49871232-donker-curtiusstraat-6-b/,295.0,2,1051 JN,3,Donker Curtiusstraat 6 B,apartment
1906,45,http://www.funda.nl/koop/amsterdam/appartement-49872790-fagelstraat-78-2/,239.0,1,1052 GG,2,Fagelstraat 78 2,apartment
1929,46,http://www.funda.nl/koop/amsterdam/appartement-49879878-davisstraat-46-hs/,210.0,1,1057 TL,3,Davisstraat 46 hs,apartment
1984,43,http://www.funda.nl/koop/amsterdam/appartement-49873879-smederij-45/,169.0,1,1021 NE,2,Smederij 45,apartment
1934,78,http://www.funda.nl/koop/amsterdam/appartement-49888691-kinderdijkstraat-26-iii-iv/,385.0,2,1079 GJ,3,Kinderdijkstraat 26 III-IV,apartment
2009,114,http://www.funda.nl/koop/amsterdam/appartement-49874473-barentszplein-10-a-pp/,725.0,2,1013 NJ,3,Barentszplein 10 A+PP,apartment
2009,114,http://www.funda.nl/koop/amsterdam/appartement-49874462-barentszplein-10-a/,675.0,2,1013 NJ,3,Barentszplein 10 A,apartment
2017,131,http://www.funda.nl/koop/amsterdam/appartement-49788105-gaasterlandstraat-36/,675.0,4,1079 RH,5,Gaasterlandstraat 36,apartment
1969,97,http://www.funda.nl/koop/amsterdam/appartement-49789239-amerbos-185/,180.0,3,1025 ZB,4,Amerbos 185,apartment
2017,154,http://www.funda.nl/koop/amsterdam/appartement-49700436-gaasterlandstraat-46/,750.0,3,1079 RH,4,Gaasterlandstraat 46,apartment
1998,115,http://www.funda.nl/koop/amsterdam/appartement-49739049-vatternkade-56-boven/,273.5,3,1060 PK,4,Vätternkade 56 boven,apartment
2008,76,http://www.funda.nl/koop/amsterdam/appartement-49724923-westerdok-644/,450.0,2,1013 BV,3,Westerdok 644,apartment
1927,65,http://www.funda.nl/koop/amsterdam/appartement-49708375-orteliusstraat-235-hs/,295.0,2,1056 NR,3,Orteliusstraat 235 hs,apartment
1930,53,http://www.funda.nl/koop/amsterdam/appartement-49736760-vechtstraat-134-i/,249.0,2,1079 JR,3,Vechtstraat 134 I,apartment
1902,59,http://www.funda.nl/koop/amsterdam/appartement-49714400-javastraat-16-i/,300.0,2,1094 HG,3,Javastraat 16 -I,apartment
1912,60,http://www.funda.nl/koop/amsterdam/appartement-49730124-rhijnvis-feithstraat-33-i/,319.0,1,1054 TV,3,Rhijnvis Feithstraat 33 I,apartment
2007,90,http://www.funda.nl/koop/amsterdam/appartement-49855649-glitterstraat-130/,195.0,2,1103 SK,3,Glitterstraat 130,apartment
2009,80,http://www.funda.nl/koop/amsterdam/appartement-49747498-barkasstraat-11/,250.0,2,1086 VJ,3,Barkasstraat 11,apartment
1926,43,http://www.funda.nl/koop/amsterdam/appartement-49731816-marathonweg-10-iii/,245.0,1,1076 TE,2,Marathonweg 10 III,apartment
1960,30,http://www.funda.nl/koop/amsterdam/appartement-49746365-bos-en-lommerplantsoen-35-e/,125.0,1,1055 AA,1,Bos en Lommerplantsoen 35 e,apartment
1923,184,http://www.funda.nl/koop/amsterdam/appartement-49744687-banstraat-57-hs/,1.25,3,1071 JX,5,Banstraat 57 Hs,apartment
1986,100,http://www.funda.nl/koop/amsterdam/huis-49897862-wethouder-vospad-22/,205.0,4,1107 DH,5,Wethouder Vospad 22,house
1906,125,http://www.funda.nl/koop/amsterdam/huis-49883048-palamedesstraat-4/,800.0,2,1054 HS,4,Palamedesstraat 4,house
1885,169,http://www.funda.nl/koop/amsterdam/appartement-49879776-vossiusstraat-59-pp/,1.85,2,1071 AK,4,Vossiusstraat 59 +PP,apartment
1971,195,http://www.funda.nl/koop/amsterdam/huis-48506803-zuiderakerweg-89/,800.0,4,1069 ME,5,Zuiderakerweg 89,house
2010,82,http://www.funda.nl/koop/amsterdam/appartement-49591372-raoul-wallenbergstraat-87/,220.0,2,1102 AX,3,Raoul Wallenbergstraat 87,apartment
1989,67,http://www.funda.nl/koop/amsterdam/appartement-49610710-utrechtsedwarsstraat-81-e/,369.0,2,1017 WD,3,Utrechtsedwarsstraat 81 E,apartment
2008,110,http://www.funda.nl/koop/amsterdam/appartement-49619272-funenpark-264/,500.0,2,1018 AK,3,Funenpark 264,apartment
1981,57,http://www.funda.nl/koop/amsterdam/appartement-49635108-ambonstraat-32/,219.0,1,1094 TV,2,Ambonstraat 32,apartment
1987,70,http://www.funda.nl/koop/amsterdam/appartement-49767416-binnengasthuisstraat-176/,325.0,2,1012 ZG,3,Binnengasthuisstraat 176,apartment
2010,86,http://www.funda.nl/koop/amsterdam/appartement-49761308-erich-salomonstraat-132/,245.0,2,1087 EH,3,Erich Salomonstraat 132,apartment
2017,120,http://www.funda.nl/koop/amsterdam/appartement-49775673-zuidelijke-wandelweg-65/,525.0,3,1079 RK,4,Zuidelijke Wandelweg 65,apartment
1985,28,http://www.funda.nl/koop/amsterdam/appartement-49896938-touwbaan-65/,150.0,1,1018 HR,1,Touwbaan 65,apartment
2017,118,http://www.funda.nl/koop/amsterdam/appartement-49788103-zuidelijke-wandelweg-71/,547.5,3,1079 RK,4,Zuidelijke Wandelweg 71,apartment
1898,45,http://www.funda.nl/koop/amsterdam/appartement-49884459-van-houweningenstraat-66-i/,225.0,1,1052 TR,2,Van Houweningenstraat 66 I,apartment
1933,49,http://www.funda.nl/koop/amsterdam/appartement-49896301-schippersstraat-9-i/,295.0,2,1011 AZ,3,Schippersstraat 9 -I,apartment
1906,69,http://www.funda.nl/koop/amsterdam/appartement-49897052-plantage-parklaan-30-hs/,435.0,2,1018 SW,3,Plantage Parklaan 30 HS,apartment
1938,47,http://www.funda.nl/koop/amsterdam/appartement-49898911-uiterwaardenstraat-270-1/,215.0,2,1079 CZ,3,Uiterwaardenstraat 270 1,apartment
1939,51,http://www.funda.nl/koop/amsterdam/appartement-49899704-tuinstraat-12-h/,329.0,1,1015 PE,2,Tuinstraat 12 H,apartment
1906,23,http://www.funda.nl/koop/amsterdam/appartement-49899328-albert-cuypstraat-101-5v/,185.0,1,1072 CR,1,Albert Cuypstraat 101 5v,apartment
1910,80,http://www.funda.nl/koop/amsterdam/appartement-49890565-retiefstraat-13-ii/,335.0,2,1092 VV,3,Retiefstraat 13 II,apartment
1920,59,http://www.funda.nl/koop/amsterdam/appartement-49892518-bonairestraat-99-huis/,330.0,2,1058 XG,3,Bonairestraat 99 huis,apartment
2005,43,http://www.funda.nl/koop/amsterdam/appartement-49894491-javastraat-125-b/,200.0,1,1094 HD,2,Javastraat 125 B,apartment
1966,111,http://www.funda.nl/koop/amsterdam/appartement-49894652-mensinge-37/,330.0,2,1083 HC,3,Mensinge 37,apartment
1910,61,http://www.funda.nl/koop/amsterdam/appartement-49894759-admiraal-de-ruijterweg-92-iv/,325.0,2,1056 GP,3,Admiraal De Ruijterweg 92 -IV,apartment
1955,34,http://www.funda.nl/koop/amsterdam/appartement-49809127-van-nijenrodeweg-752/,148.0,1,1082 JG,2,Van Nijenrodeweg 752,apartment
1683,56,http://www.funda.nl/koop/amsterdam/appartement-49801520-nieuwezijds-voorburgwal-169-h/,388.8,2,1012 RK,3,Nieuwezijds Voorburgwal 169 -H,apartment
1906,172,http://www.funda.nl/koop/amsterdam/huis-49780629-osdorperweg-13/,599.5,3,1066 EH,6,Osdorperweg 13,house
1995,90,http://www.funda.nl/koop/amsterdam/huis-49704648-zennehof-7/,265.0,2,1066 WT,3,Zennehof 7,house
1990,96,http://www.funda.nl/koop/amsterdam/huis-48088827-ljm-beelstraat-4/,275.0,3,1067 WJ,5,L.J.M. Beelstraat 4,house
1994,107,http://www.funda.nl/koop/amsterdam/appartement-49815673-veemkade-1180/,469.0,2,1019 BZ,3,Veemkade 1180,apartment
2006,136,http://www.funda.nl/koop/amsterdam/huis-49714433-maria-austriastraat-656/,475.0,4,1087 JC,6,Maria Austriastraat 656,house
1914,172,http://www.funda.nl/koop/amsterdam/huis-49739993-celsiusstraat-60/,735.0,3,1097 PJ,6,Celsiusstraat 60,house
1906,127,http://www.funda.nl/koop/amsterdam/huis-49737862-amstelveenseweg-860/,699.0,3,1081 JM,5,Amstelveenseweg 860,house
2002,177,http://www.funda.nl/koop/amsterdam/huis-49809488-balearenlaan-70/,469.0,5,1060 TL,6,Balearenlaan 70,house
